Biorefinery,MPSP,,,,Worst,,,,Baseline,Best
Lignocellulose,1.704312121,Sugarcane,2.215605757,Absolute Difference,-0.511293636,Relative Difference,-23%,,-0.613552363,-0.736262836
Lignocellulose,1.592642369,Sugarcane,2.070435079,Difference,-0.47779271,Relative Difference,-23%,,-0.573351252,-0.688021502
Lignocellulose,1.373126512,Sugarcane,1.785064465,Difference,-0.411937953,Relative Difference,-23%,,-0.494325544,-0.593190652
Lignocellulose,1.50868548,Sugarcane,1.961291124,Difference,-0.452605644,Relative Difference,-23%,,-0.543126773,-0.651752127
Lignocellulose,1.520914136,Sugarcane,1.977188377,Difference,-0.456274241,Relative Difference,-23%,,-0.547529089,-0.657034907
Lignocellulose,1.372478049,Sugarcane,1.784221464,Difference,-0.411743415,Relative Difference,-23%,,-0.494092098,-0.592910518
Lignocellulose,1.71327488,Sugarcane,2.227257344,Difference,-0.513982464,Relative Difference,-23%,,-0.616778957,-0.740134748
Lignocellulose,1.348768736,Sugarcane,1.753399357,Difference,-0.404630621,Relative Difference,-23%,,-0.485556745,-0.582668094
Lignocellulose,1.744283292,Sugarcane,2.26756828,Difference,-0.523284988,Relative Difference,-23%,,-0.627941986,-0.753530383
Lignocellulose,1.773499272,Sugarcane,2.305549053,Difference,-0.532049781,Relative Difference,-23%,,-0.638459737,-0.766151685
Lignocellulose,1.630508847,Sugarcane,2.119661501,Difference,-0.489152654,Relative Difference,-23%,,-0.586983185,-0.704379822
Lignocellulose,1.593410766,Sugarcane,2.071433995,Difference,-0.478023229,Relative Difference,-23%,,-0.573627875,-0.68835345
Lignocellulose,1.548718873,Sugarcane,2.013334535,Difference,-0.464615662,Relative Difference,-23%,,-0.557538794,-0.669046553
Lignocellulose,1.563789211,Sugarcane,2.032925974,Difference,-0.469136763,Relative Difference,-23%,,-0.562964116,-0.675556939
Lignocellulose,1.320382085,Sugarcane,1.71649671,Difference,-0.396114625,Relative Difference,-23%,,-0.47533755,-0.57040506
Lignocellulose,1.496909648,Sugarcane,1.945982542,Difference,-0.449072894,Relative Difference,-23%,,-0.538887473,-0.646664967
Lignocellulose,1.830801118,Sugarcane,2.380041453,Difference,-0.549240335,Relative Difference,-23%,,-0.659088402,-0.790906082
Lignocellulose,1.370240284,Sugarcane,1.781312369,Difference,-0.411072085,Relative Difference,-23%,,-0.493286502,-0.591943802
Lignocellulose,1.382075087,Sugarcane,1.796697613,Difference,-0.414622526,Relative Difference,-23%,,-0.497547031,-0.597056437
Lignocellulose,1.451942062,Sugarcane,1.88752468,Difference,-0.435582618,Relative Difference,-23%,,-0.522699142,-0.62723897
Lignocellulose,1.372451016,Sugarcane,1.784186321,Difference,-0.411735305,Relative Difference,-23%,,-0.494082366,-0.592898839
Lignocellulose,1.978217094,Sugarcane,2.571682222,Difference,-0.593465128,Relative Difference,-23%,,-0.712158154,-0.854589784
Lignocellulose,1.400581797,Sugarcane,1.820756337,Difference,-0.42017454,Relative Difference,-23%,,-0.504209448,-0.605051338
Lignocellulose,1.506202278,Sugarcane,1.958062962,Difference,-0.451860684,Relative Difference,-23%,,-0.542232821,-0.650679385
Lignocellulose,1.800712221,Sugarcane,2.340925887,Difference,-0.540213666,Relative Difference,-23%,,-0.648256399,-0.777907679
Lignocellulose,1.422681355,Sugarcane,1.849485761,Difference,-0.426804406,Relative Difference,-23%,,-0.512165287,-0.614598345
Lignocellulose,1.496902251,Sugarcane,1.945972927,Difference,-0.449070676,Relative Difference,-23%,,-0.538884811,-0.646661773
Lignocellulose,1.465128239,Sugarcane,1.904666711,Difference,-0.439538472,Relative Difference,-23%,,-0.527446166,-0.6329354
Lignocellulose,1.791244918,Sugarcane,2.328618393,Difference,-0.537373475,Relative Difference,-23%,,-0.64484817,-0.773817804
Lignocellulose,1.381833738,Sugarcane,1.796383859,Difference,-0.414550121,Relative Difference,-23%,,-0.497460145,-0.596952174
Lignocellulose,1.432004234,Sugarcane,1.861605504,Difference,-0.42960127,Relative Difference,-23%,,-0.515521524,-0.618625829
Lignocellulose,1.612019263,Sugarcane,2.095625041,Difference,-0.483605778,Relative Difference,-23%,,-0.580326934,-0.69639232
Lignocellulose,1.496928975,Sugarcane,1.946007668,Difference,-0.449078693,Relative Difference,-23%,,-0.538894432,-0.646673318
Lignocellulose,1.724429742,Sugarcane,2.241758665,Difference,-0.517328923,Relative Difference,-23%,,-0.620794708,-0.744953649
Lignocellulose,1.5135955,Sugarcane,1.96767415,Difference,-0.45407865,Relative Difference,-23%,,-0.54489438,-0.653873256
Lignocellulose,1.590259848,Sugarcane,2.067337802,Difference,-0.477077954,Relative Difference,-23%,,-0.572493545,-0.686992254
Lignocellulose,1.291346895,Sugarcane,1.678750964,Difference,-0.387404069,Relative Difference,-23%,,-0.464884883,-0.557861859
Lignocellulose,1.699266768,Sugarcane,2.209046799,Difference,-0.509780031,Relative Difference,-23%,,-0.611736037,-0.734083245
Lignocellulose,1.558714006,Sugarcane,2.026328208,Difference,-0.467614202,Relative Difference,-23%,,-0.561137042,-0.673364451
Lignocellulose,1.607355327,Sugarcane,2.089561925,Difference,-0.482206598,Relative Difference,-23%,,-0.578647918,-0.694377501
Lignocellulose,1.496924398,Sugarcane,1.946001718,Difference,-0.44907732,Relative Difference,-23%,,-0.538892784,-0.646671341
Lignocellulose,1.568035052,Sugarcane,2.038445568,Difference,-0.470410516,Relative Difference,-23%,,-0.564492619,-0.677391143
Lignocellulose,1.376223608,Sugarcane,1.789090691,Difference,-0.412867083,Relative Difference,-23%,,-0.4954405,-0.5945286
Lignocellulose,1.634561744,Sugarcane,2.124930267,Difference,-0.490368523,Relative Difference,-23%,,-0.588442228,-0.706130673
Lignocellulose,1.537153919,Sugarcane,1.998300095,Difference,-0.461146176,Relative Difference,-23%,,-0.553375411,-0.664050493
Lignocellulose,1.490178913,Sugarcane,1.937232587,Difference,-0.447053674,Relative Difference,-23%,,-0.536464409,-0.643757291
Lignocellulose,1.433362879,Sugarcane,1.863371743,Difference,-0.430008864,Relative Difference,-23%,,-0.516010637,-0.619212764
Lignocellulose,1.419210409,Sugarcane,1.844973532,Difference,-0.425763123,Relative Difference,-23%,,-0.510915748,-0.613098897
Lignocellulose,1.476072837,Sugarcane,1.918894688,Difference,-0.442821851,Relative Difference,-23%,,-0.531386221,-0.637663465
Lignocellulose,1.735741787,Sugarcane,2.256464323,Difference,-0.520722536,Relative Difference,-23%,,-0.624867043,-0.749840452
Lignocellulose,1.40479981,Sugarcane,1.826239753,Difference,-0.421439943,Relative Difference,-23%,,-0.505727932,-0.606873518
Lignocellulose,1.496301367,Sugarcane,1.945191777,Difference,-0.44889041,Relative Difference,-23%,,-0.538668492,-0.64640219
Lignocellulose,1.629317372,Sugarcane,2.118112583,Difference,-0.488795211,Relative Difference,-23%,,-0.586554253,-0.703865104
Lignocellulose,1.431187468,Sugarcane,1.860543708,Difference,-0.42935624,Relative Difference,-23%,,-0.515227488,-0.618272986
Lignocellulose,1.591469305,Sugarcane,2.068910097,Difference,-0.477440792,Relative Difference,-23%,,-0.57292895,-0.68751474
Lignocellulose,1.627321628,Sugarcane,2.115518116,Difference,-0.488196488,Relative Difference,-23%,,-0.585835786,-0.703002943
Lignocellulose,1.511350492,Sugarcane,1.964755639,Difference,-0.453405147,Relative Difference,-23%,,-0.544086176,-0.652903412
Lignocellulose,1.611463233,Sugarcane,2.094902202,Difference,-0.483438969,Relative Difference,-23%,,-0.580126763,-0.696152115
Lignocellulose,1.661414348,Sugarcane,2.159838653,Difference,-0.498424305,Relative Difference,-23%,,-0.598109166,-0.717730999
Lignocellulose,1.426901871,Sugarcane,1.854972432,Difference,-0.428070561,Relative Difference,-23%,,-0.513684673,-0.616421608
Lignocellulose,1.838532798,Sugarcane,2.390092637,Difference,-0.551559839,Relative Difference,-23%,,-0.661871807,-0.794246168
Lignocellulose,1.568868362,Sugarcane,2.039528871,Difference,-0.470660509,Relative Difference,-23%,,-0.564792611,-0.677751133
Lignocellulose,1.527454011,Sugarcane,1.985690215,Difference,-0.458236204,Relative Difference,-23%,,-0.549883445,-0.659860134
Lignocellulose,1.42189265,Sugarcane,1.848460445,Difference,-0.426567795,Relative Difference,-23%,,-0.511881354,-0.614257625
Lignocellulose,1.740740762,Sugarcane,2.262962991,Difference,-0.522222229,Relative Difference,-23%,,-0.626666675,-0.75200001
Lignocellulose,1.756141237,Sugarcane,2.282983608,Difference,-0.526842371,Relative Difference,-23%,,-0.632210845,-0.758653014
Lignocellulose,2.010492748,Sugarcane,2.613640573,Difference,-0.603147825,Relative Difference,-23%,,-0.72377739,-0.868532868
Lignocellulose,1.608634603,Sugarcane,2.091224983,Difference,-0.48259038,Relative Difference,-23%,,-0.579108456,-0.694930147
Lignocellulose,1.753413778,Sugarcane,2.279437911,Difference,-0.526024133,Relative Difference,-23%,,-0.63122896,-0.757474752
Lignocellulose,1.567719552,Sugarcane,2.038035418,Difference,-0.470315866,Relative Difference,-23%,,-0.564379039,-0.677254847
Lignocellulose,1.376942789,Sugarcane,1.790025625,Difference,-0.413082836,Relative Difference,-23%,,-0.495699403,-0.594839284
Lignocellulose,1.667715393,Sugarcane,2.16803001,Difference,-0.500314617,Relative Difference,-23%,,-0.60037754,-0.720453048
Lignocellulose,1.69963338,Sugarcane,2.209523394,Difference,-0.509890014,Relative Difference,-23%,,-0.611868017,-0.73424162
Lignocellulose,1.51734221,Sugarcane,1.972544873,Difference,-0.455202663,Relative Difference,-23%,,-0.546243196,-0.655491835
Lignocellulose,1.8398009,Sugarcane,2.39174117,Difference,-0.55194027,Relative Difference,-23%,,-0.662328324,-0.794793989
Lignocellulose,1.125106839,Sugarcane,1.462638891,Difference,-0.337532052,Relative Difference,-23%,,-0.405038462,-0.486046155
Lignocellulose,1.674648934,Sugarcane,2.177043614,Difference,-0.50239468,Relative Difference,-23%,,-0.602873616,-0.723448339
Lignocellulose,1.455092336,Sugarcane,1.891620037,Difference,-0.436527701,Relative Difference,-23%,,-0.523833241,-0.628599889
Lignocellulose,1.948490181,Sugarcane,2.533037236,Difference,-0.584547055,Relative Difference,-23%,,-0.701456466,-0.841747759
Lignocellulose,1.662443288,Sugarcane,2.161176274,Difference,-0.498732986,Relative Difference,-23%,,-0.598479583,-0.7181755
Lignocellulose,1.404821659,Sugarcane,1.826268157,Difference,-0.421446498,Relative Difference,-23%,,-0.505735798,-0.606882957
Lignocellulose,1.580496858,Sugarcane,2.054645915,Difference,-0.474149057,Relative Difference,-23%,,-0.568978868,-0.682774642
Lignocellulose,1.660002872,Sugarcane,2.158003733,Difference,-0.498000861,Relative Difference,-23%,,-0.597601033,-0.71712124
Lignocellulose,1.369494506,Sugarcane,1.780342857,Difference,-0.410848351,Relative Difference,-23%,,-0.493018021,-0.591621625
Lignocellulose,1.562139084,Sugarcane,2.03078081,Difference,-0.468641726,Relative Difference,-23%,,-0.562370071,-0.674844085
Lignocellulose,1.619855994,Sugarcane,2.105812793,Difference,-0.485956799,Relative Difference,-23%,,-0.583148159,-0.699777791
Lignocellulose,1.297492866,Sugarcane,1.686740725,Difference,-0.389247859,Relative Difference,-23%,,-0.467097431,-0.560516917
Lignocellulose,1.894783865,Sugarcane,2.463219025,Difference,-0.56843516,Relative Difference,-23%,,-0.682122192,-0.81854663
Lignocellulose,1.735390716,Sugarcane,2.256007931,Difference,-0.520617215,Relative Difference,-23%,,-0.624740658,-0.74968879
Lignocellulose,1.451798215,Sugarcane,1.88733768,Difference,-0.435539465,Relative Difference,-23%,,-0.522647358,-0.62717683
Lignocellulose,1.578110342,Sugarcane,2.051543444,Difference,-0.473433102,Relative Difference,-23%,,-0.568119722,-0.681743667
Lignocellulose,1.657000383,Sugarcane,2.154100498,Difference,-0.497100115,Relative Difference,-23%,,-0.596520138,-0.715824166
Lignocellulose,1.541043481,Sugarcane,2.003356526,Difference,-0.462313045,Relative Difference,-23%,,-0.554775654,-0.665730785
Lignocellulose,1.648298832,Sugarcane,2.142788482,Difference,-0.49448965,Relative Difference,-23%,,-0.59338758,-0.712065096
Lignocellulose,1.531487475,Sugarcane,1.990933717,Difference,-0.459446242,Relative Difference,-23%,,-0.55133549,-0.661602588
Lignocellulose,1.235620651,Sugarcane,1.606306846,Difference,-0.370686195,Relative Difference,-23%,,-0.444823434,-0.533788121
Lignocellulose,1.752043819,Sugarcane,2.277656965,Difference,-0.525613146,Relative Difference,-23%,,-0.630735775,-0.75688293
Lignocellulose,1.607794099,Sugarcane,2.090132329,Difference,-0.48233823,Relative Difference,-23%,,-0.578805876,-0.694567051
Lignocellulose,1.48541552,Sugarcane,1.931040177,Difference,-0.445624657,Relative Difference,-23%,,-0.534749588,-0.641699506
Lignocellulose,1.729583481,Sugarcane,2.248458526,Difference,-0.518875045,Relative Difference,-23%,,-0.622650054,-0.747180065
Lignocellulose,1.551231795,Sugarcane,2.016601334,Difference,-0.465369539,Relative Difference,-23%,,-0.558443447,-0.670132136
Lignocellulose,1.746782139,Sugarcane,2.27081678,Difference,-0.524034641,Relative Difference,-23%,,-0.628841569,-0.754609883
Lignocellulose,1.565058497,Sugarcane,2.034576046,Difference,-0.469517549,Relative Difference,-23%,,-0.563421059,-0.676105271
Lignocellulose,1.478458857,Sugarcane,1.921996515,Difference,-0.443537658,Relative Difference,-23%,,-0.53224519,-0.638694228
Lignocellulose,1.637239712,Sugarcane,2.128411626,Difference,-0.491171914,Relative Difference,-23%,,-0.589406297,-0.707287556
Lignocellulose,1.743394789,Sugarcane,2.266413226,Difference,-0.523018437,Relative Difference,-23%,,-0.627622124,-0.753146549
Lignocellulose,1.676995402,Sugarcane,2.180094022,Difference,-0.50309862,Relative Difference,-23%,,-0.603718344,-0.724462013
Lignocellulose,1.745856724,Sugarcane,2.269613741,Difference,-0.523757017,Relative Difference,-23%,,-0.62850842,-0.754210104
Lignocellulose,1.402266392,Sugarcane,1.82294631,Difference,-0.420679918,Relative Difference,-23%,,-0.504815902,-0.605779082
Lignocellulose,1.687332116,Sugarcane,2.19353175,Difference,-0.506199634,Relative Difference,-23%,,-0.607439561,-0.728927473
Lignocellulose,1.497870938,Sugarcane,1.94723222,Difference,-0.449361282,Relative Difference,-23%,,-0.539233538,-0.647080246
Lignocellulose,1.76039438,Sugarcane,2.288512694,Difference,-0.528118314,Relative Difference,-23%,,-0.633741977,-0.760490372
Lignocellulose,1.594745169,Sugarcane,2.07316872,Difference,-0.478423551,Relative Difference,-23%,,-0.574108261,-0.688929913
Lignocellulose,1.396686081,Sugarcane,1.815691906,Difference,-0.419005825,Relative Difference,-23%,,-0.50280699,-0.603368388
Lignocellulose,1.515276406,Sugarcane,1.969859328,Difference,-0.454582922,Relative Difference,-23%,,-0.545499506,-0.654599408
Lignocellulose,1.698891391,Sugarcane,2.208558808,Difference,-0.509667417,Relative Difference,-23%,,-0.6116009,-0.73392108
Lignocellulose,1.656334048,Sugarcane,2.153234262,Difference,-0.496900214,Relative Difference,-23%,,-0.596280257,-0.715536308
Lignocellulose,1.753824065,Sugarcane,2.279971284,Difference,-0.526147219,Relative Difference,-23%,,-0.631376663,-0.757651995
Lignocellulose,1.345403137,Sugarcane,1.749024078,Difference,-0.403620941,Relative Difference,-23%,,-0.484345129,-0.581214155
