         2082287 function calls (2048994 primitive calls) in 3.453 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1994    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_settings.py:46(get_default_thermo)
     2237    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:782(imol)
     1207    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:742(P)
      278    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:588(_setup)
    88/44    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:117(__exit__)
      294    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\volume.py:1869(calculate)
      360    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\testing\_private\utils.py:768(<lambda>)
       48    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\tank_design.py:89(compute_number_of_tanks_and_total_purchase_cost)
      951    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_vent_scrubber.py:24(_run)
      179    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:974(get_index)
       88    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:296(install_listener)
     1114    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:273(_as_stream)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\sugarcane\_system.py:536(<listcomp>)
      360    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\testing\_private\utils.py:771(<lambda>)
       88    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:977(get_downstream_units)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:337(copy_like)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:492(_save_configuration)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:55(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:531(_run)
       90    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\dippr.py:154(EQ101)
       52    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:39(check_material_feasibility)
       16    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:984(sigma)
      339    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\registry.py:103(_open_registration)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:260(_cost)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\free_properties\free_properties\_free_property.py:220(__radd__)
       68    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:56(as_material_array)
      111    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:324(_init_utils)
       58    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\volume.py:1478(calculate_P)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:128(_get_original_heat_utilties)
       19    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:1005(VolumetricFlowProperty)
     2099    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\utils\t_dependent_property.py:204(f)
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:223(vstack)
    60/54    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1279(_reset_iter)
       46    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\types\abstract.py:48(_intern)
       83    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:469(get_streams)
     2002    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\utils\decorators\registered.py:70(ID)
      219    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_multi_stream.py:277(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:201(_cost)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:76(feed_priority)
      178    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\free_properties\free_properties\_free_property.py:71(__init__)
     1802    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_phase.py:133(phase)
      252    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\dippr.py:696(EQ106)
       76    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\functools.py:870(wrapper)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\sugarcane\_system.py:97(update_enzyme_and_imbibition_water)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\solids_separation.py:214(_power)
      578    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\vle.py:344(<listcomp>)
      270    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:367(_create_missing_stream)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:27(inlets)
      909    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_phase.py:102(__call__)
       58    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:772(vol)
       89    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:790(ivol)
      414    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:943(<listcomp>)
      767    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:251(__radd__)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\compiler_lock.py:19(__enter__)
       24    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:806(F_mol)
      171    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\copy.py:66(copy)
      170    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\heat_capacity.py:1520(TRCCp)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\vle.py:423(_set_PV_chemical)
       99    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:121(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_screw_feeder.py:22(_design)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:83(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\compiler_lock.py:11(acquire)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\free_properties\free_properties\_free_property.py:79(__len__)
      322    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\thermo\t_dependent_property.py:35(has_method)
      160    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\dippr.py:1135(EQ116)
        4    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\ipykernel\iostream.py:323(_schedule_flush)
       62    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:889(subsystems)
      138    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:259(<listcomp>)
       82    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:1163(_set_recycle_data)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\vacuum.py:49(compute_vacuum_system_power_and_cost)
      666    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:49(downstream_from)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\compiler_lock.py:22(__exit__)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\sigutils.py:22(normalize_signature)
      318    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:407(_create_missing_stream)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_molecular_sieve.py:98(_run)
      406    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1182(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_multi_stream.py:680(get_normalized_mol)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\compiler_lock.py:15(release)
       52    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:33(streams_from_units)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_flash.py:267(_cost_vacuum)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:30(outlets)
       28    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:91(products_from_units)
       60    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:358(<listcomp>)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:868(Hf)
      314    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:947(MassFlowProperty)
      134    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\functional.py:164(infeasible)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:193(broadcast)
      168    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\types\abstract.py:117(__hash__)
     1206    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:709(get_phase_index)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:493(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:860(_load_facilities)
      854    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:374(_redock)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\fugacities.py:53(<listcomp>)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:70(find_paths_with_and_without_recycle)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:374(start_event)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_clarifier.py:28(_design)
      203    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\heat_capacity.py:1081(Lastovka_Shaw_term_A)
       89    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:1014(by_volume)
       50    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:317(streams)
      422    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       48    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1202(<listcomp>)
      453    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:71(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_cooling_tower.py:67(_load_utility_agents)
      322    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\utils\t_dependent_property.py:1673(Tmin)
       22    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:388(end_event)
      122    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_power_utility.py:105(__call__)
     1273    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:357(compile)
     1704    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\sugarcane\_system.py:240(correct_wash_water)
      588    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:82(__init__)
    84/26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:76(fill_path)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:166(register)
       62    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:892(<listcomp>)
       60    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:462(<listcomp>)
       40    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:1133(<listcomp>)
      322    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_power_utility.py:97(cost)
       26    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_network.py:113(simplified_linear_paths)
      108    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:952(MassFlowProperty)
      844    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       58    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\virial.py:649(BVirial_Tsonopoulos_extended)
      157    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:970(_add_downstream_neighbors_to_set)
       98    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:758(mol)
       94    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:86(get_connection)
       89    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\volume.py:942(SNM0)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1189(<listcomp>)
       28    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:93(<listcomp>)
       28    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\reaction\_reaction.py:546(_reaction)
      122    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\sigutils.py:43(check_type)
       88    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:238(helper)
       18    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_2d)
      335    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:288(__len__)
      134    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\dippr.py:602(EQ105)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:650(__sub__)
      126    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:364(Q)
      329    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:277(get_T_transient_hot_side)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:54(<listcomp>)
      468    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1280(__init__)
      360    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\testing\_private\utils.py:709(isnumber)
      202    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemicals.py:1055(__iter__)
      309    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1664(<listcomp>)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:227(notify)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1224(Hf_in)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1879(get_molar_composition)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1229(Hf_out)
      343    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\Bioindustrial-Park\BioSTEAM 2.x.x\biorefineries\sugarcane\_system.py:388(adjust_denaturant)
       90    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:250(__init__)
      339    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_system.py:904(streams)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:71(filter_out_missing_streams)
       46    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\types\misc.py:85(__init__)
       99    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\heat_transfer.py:287(order_streams)
       66    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:458(_push_cm_exit)
       52    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:34(<listcomp>)
       76    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\functools.py:814(dispatch)
      144    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.generic' objects}
      326    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1190(<listcomp>)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:179(unregister)
      172    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\vapor_pressure.py:524(Antoine)
      220    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       52    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:39(compute_floating_head_purchase_price)
       87    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:770(purchase_cost)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\pressure_vessel.py:133(_vessel_purchase_cost)
      322    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\utils\t_dependent_property.py:1681(Tmax)
      613    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\heat_exchange.py:369(heat_utilities)
      195    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:249(__add__)
      248    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:274(get_T_transient_cold_side)
      522    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       18    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\shape_base.py:82(atleast_2d)
      670    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      872    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\indexer.py:332(sum_across_phases)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\process_tools\utils.py:222(heat_exchanger_utilities_from_units)
      464    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:414(_redock)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1227(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_boiler_turbogenerator.py:544(<listcomp>)
       83    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:775(installed_cost)
       12    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_enzyme_treatment.py:29(_run)
      132    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\event.py:50(_guard_kind)
       10    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:1232(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:578(_setup)
      704    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\piping.py:391(_undock)
      121    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_heat_utility.py:360(empty)
       88    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\contextlib.py:82(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_process_water_center.py:81(_run)
      184    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\types\misc.py:89(key)
      287    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      383    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermo\thermo\volume.py:702(test_method_validity_P)
      122    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_power_utility.py:87(rate)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:323(get_data)
       36    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\hxn_synthesis.py:68(<listcomp>)
      523    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       70    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:1623(empty)
       18    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\_multi_effect_evaporator.py:44(<lambda>)
      138    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\splitting.py:156(split)
      154    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\equilibrium\bubble_point.py:40(__init__)
       90    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\fluids\fluids\numerics\special.py:98(trunc_log)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\hxn\_heat_exchanger_network.py:161(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:487(_get_y_top_and_x_bot)
        2    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\facilities\_chilled_water_package.py:49(_load_chilled_water_utilities)
      171    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\_unit.py:376(_init_specification)
       66    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\mechanical.py:54(nearest_NEMA_motor_size)
       52    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\chemicals\chemicals\viscosity.py:1119(Letsou_Stiel)
      211    0.000    0.000    0.000    0.000 C:\ProgramData\Anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:429(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_stream.py:815(F_mass)
      382    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\thermosteam\thermosteam\_chemical.py:991(Psat)
       44    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\distillation.py:1147(<lambda>)
       46    0.000    0.000    0.000    0.000 C:\Users\yrc2\AppData\Roaming\Python\Python38\site-packages\numba\core\types\abstract.py:120(__eq__)
        6    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\utils\stream_filters.py:72(<listcomp>)
      198    0.000    0.000    0.000    0.000 C:\Users\yrc2\OneDrive\Code\biosteam\biosteam\units\design_tools\heat_transfer.py:221(heuristic_pressure_drop)
